dataset,n,model,kernel,bandwidth,kappa,mean_test_rss,sd_test_rss,mean_test_mae_deg,n_folds
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,95.39203740300869,,1.0084208202976104,0.3073438899505212,51.76873275766404,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,102.92099908427116,,1.0081424103934329,0.30851609247832423,51.74531008393492,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,111.04419552077243,,1.007739637470333,0.30959531934774814,51.71924325028586,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,119.80852759463738,,1.0072394337968746,0.3105954841345452,51.69187691020424,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,129.26459791146698,,1.0067359901971205,0.3114861546438742,51.66544463338365,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,139.46700296449637,,1.0062490773178059,0.3122743110422583,51.640591813106894,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,150.4746483582522,,1.0057906514180357,0.31296820379658163,51.61766610856605,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,162.35108891171686,,1.0053672466267058,0.3135765875986016,51.59681431828378,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,175.16489560465368,,1.0049817085914174,0.31410820661963695,51.57805114883001,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,188.9900514857269,,1.0046344369310738,0.31457146661732655,51.561307551347944,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,203.9063788282749,,1.0043242660186729,0.3149742405929004,51.5464643198226,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,RBF NW smoother,rbf,220.0,,1.0040490820394283,0.31532376702139914,51.53337512948419,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.0,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.0789265213977384,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.1640824385754243,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,1.2559594160723788,,0.2753535838066362,0.13179144137137033,22.309018020777,5
