criterion,bandwidth,kappa,train_mae_mean,train_mae_sd,test_mae_mean,test_mae_sd,gap_mean,gap_sd,train_rss_mean,test_rss_mean,n_folds
minimum_test_mae,27.386343171585796,50.0,8.160633187453332,0.13396007212236324,23.975129175465923,10.578306402236816,15.81449598801259,10.626232521372893,0.03593795879983304,0.3154021414916928,50.0
minimum_nonnegative_gap,100.0,0.0,34.876609475484486,0.2436961594301161,35.562503720106015,12.53940368548717,0.6858942446215311,12.776936474618907,0.5649550358434691,0.5822805529541837,50.0
