dataset,n,model,family,p,gamma,rss,rss_per_point,mae_deg,log_likelihood,bic,bic_log_evidence,k_params
EE-0p4-data-225x225/EE-0.4data_rot_31deg/arrow_segments.mat,92,Parametric continuous p,parametric_continuous_p,-0.999,1.5685785268665484,50.86290929555219,0.552857709734263,34.953192018215624,-103.28023268869913,215.60404253149633,-107.80202126574817,2
EE-0p42-data-225x225/EE-0.42data_rot_-12deg/arrow_segments.mat,90,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.9397008888795009,61.84440737060712,0.6871600818956347,40.77321169085611,-110.82100807643891,226.14182582320808,-113.07091291160404,1
EE-0p42-data-225x225/EE-0.42data_rot_-12deg/arrow_segments.mat,90,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-2.999010650430897,58.3250857463735,0.648056508293039,38.80414618057863,-108.18448578600056,220.8687812423314,-110.4343906211657,1
EE-0p42-data-225x225/EE-0.42data_rot_-12deg/arrow_segments.mat,90,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-3.129928274049498,58.86370127875171,0.6540411253194635,38.44771444386734,-108.59814088464792,221.69609143962612,-110.84804571981306,1
EE-0p42-data-225x225/EE-0.42data_rot_-12deg/arrow_segments.mat,90,Parametric continuous p,parametric_continuous_p,1.0959380324633687,-3.031951027326181,58.30567904447362,0.6478408782719292,38.77163478778376,-108.16951029312575,225.33863992691204,-112.66931996345602,2
EE-0p43-data-225x225/EE-0.43data_rot_56.5deg/arrow_segments.mat,89,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.3793065571437648,62.974485795823185,0.7075784920879009,42.102582308044774,-110.89268073837374,226.27399784647963,-113.13699892323982,1
EE-0p43-data-225x225/EE-0.43data_rot_56.5deg/arrow_segments.mat,89,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-2.84204373246372,63.038376461510964,0.7082963647360783,41.282316023270845,-110.93780525686813,226.3642468834684,-113.1821234417342,1
EE-0p43-data-225x225/EE-0.43data_rot_56.5deg/arrow_segments.mat,89,Parametric p=2 (Fermat),parametric_fixed_p,2.0,0.024385812038156925,62.221787701639975,0.6991212101307862,41.21347939155722,-110.35759342572872,225.2038232211896,-112.6019116105948,1
EE-0p43-data-225x225/EE-0.43data_rot_56.5deg/arrow_segments.mat,89,Parametric continuous p,parametric_continuous_p,2.999,0.0026376740744082712,61.47713556822072,0.6907543322271991,41.06579099442833,-109.82181802279094,228.62090878504614,-114.31045439252307,2
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,0.6696159026510561,43.25081321138896,0.6653971263290609,38.93932197627053,-78.99143954943467,162.157266368765,-81.0786331843825,1
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-3.0933424370756706,44.550071622235635,0.6853857172651636,39.7564659817712,-79.95336563861697,164.0811185471296,-82.0405592735648,1
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,Parametric p=2 (Fermat),parametric_fixed_p,2.0,0.060107278198504095,49.450731512726115,0.760780484811171,43.286842015982145,-83.34516604213431,170.86471935416427,-85.43235967708213,1
