dataset,n,model,family,p,gamma,rss,rss_per_point,mae_deg,log_likelihood,bic,bic_log_evidence,k_params
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.7342248714839559,75.96914355830805,0.6606012483331135,39.192178632645756,-139.3381509294859,283.42123398733503,-141.71061699366751,1
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-2.96802018892362,76.80147505380108,0.6678389135113137,39.83263015609837,-139.9647051055865,284.6743423395362,-142.3371711697681,1
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,Parametric p=2 (Fermat),parametric_fixed_p,2.0,2.9739313588860408,76.2314958183282,0.6628825723332887,39.08800870824724,-139.5363796616853,283.8176914517338,-141.9088457258669,1
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,Parametric continuous p,parametric_continuous_p,-0.999,1.5589521449429333,73.71756163320055,0.641022275071309,38.294190073224314,-137.60819466910797,284.70625359494244,-142.35312679747122,2
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,1.659791230217405,92.21509686681625,0.610696005740505,38.052274049100724,-177.02644208163474,359.0701640000844,-179.5350820000422,1
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-0.4478905853728669,91.72766704650928,0.607467993685492,37.81822009095241,-176.626306335178,358.2698925071709,-179.13494625358544,1
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,Parametric p=2 (Fermat),parametric_fixed_p,2.0,3.0597099856931824,92.38940058018997,0.6118503349681454,37.92851987319656,-177.16901644415,359.3553127251149,-179.67765636255746,1
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,Parametric continuous p,parametric_continuous_p,0.8743305424500264,2.559922288952987,91.71137989505246,0.6073601317553143,37.80810797609352,-176.61289937565954,363.26035842494895,-181.63017921247447,2
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,1.6420422340370564,91.76008999208176,0.5958447402083231,37.155414533747326,-178.6478476513182,362.33264790505,-181.166323952525,1
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-0.9494495742228731,92.02872569331007,0.5975891278786368,37.066235526532815,-178.87294256417377,362.7828377307612,-181.3914188653806,1
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-0.6669594038024081,92.16492755237205,0.5984735555348835,37.004242318450345,-178.986817769692,363.01058814179765,-181.50529407089883,1
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,Parametric continuous p,parametric_continuous_p,-0.904722280536701,1.5737668100519433,91.70205564403798,0.5954678937924545,37.07811183917594,-178.59913302484387,367.272171254515,-183.6360856272575,2
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,1.4196859489546318,68.90894147791283,0.5889653117770328,36.67192820852811,-135.0466109417241,274.855395818246,-137.427697909123,1
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,0.46549025719316545,69.77248230898232,0.5963460026408746,37.23823086574812,-135.7751554021613,276.31248473912035,-138.15624236956018,1
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,Parametric p=2 (Fermat),parametric_fixed_p,2.0,1.2083082552115536,70.90519824498938,0.6060273354272596,37.02945679024334,-136.7172425060304,278.1966589468586,-139.0983294734293,1
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,Parametric continuous p,parametric_continuous_p,0.24996803385654315,1.2422086592443466,68.84747434616662,0.5884399516766378,36.79514502089766,-134.9944053522526,279.5131585741007,-139.75657928705036,2
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.6272985981406118,74.97237246054803,0.624769770504567,38.45290087401853,-142.05030012642337,288.88809199562877,-144.44404599781438,1
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-2.6752898106430694,73.69110751429672,0.6140925626191394,38.05473869215335,-141.0160474598135,286.81958666240905,-143.40979333120453,1
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-3.087722748948864,72.86028369218133,0.6071690307681777,37.9761561399326,-140.33574053170187,285.4589728061858,-142.7294864030929,1
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,Parametric continuous p,parametric_continuous_p,2.7448488030088654,-3.1284808453778807,72.77844921307747,0.6064870767756455,37.9532414535673,-140.26831246273917,290.1116084110424,-145.0558042055212,2
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,1.6237162265241523,98.99876553429405,0.692299059680378,40.8398783675482,-176.61499690518397,358.19283844062784,-179.09641922031392,1
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-0.22504050143777285,94.58458783359775,0.6614306841510332,40.02689987830804,-173.35367904339495,351.6702027170498,-175.8351013585249,1
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-0.01497505045881612,92.57178018205232,0.647355106168198,39.767527641293654,-171.81569989169992,348.59424441365974,-174.29712220682987,1
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,Parametric continuous p,parametric_continuous_p,2.436949984958158,3.1367281277730674,92.48496491356363,0.6467480063885569,39.770523081453135,-171.7486146076796,353.422918475879,-176.7114592379395,2
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.3972623481341226,94.5685159616442,0.6521966618044427,39.42443870073595,-174.75892509954676,354.49458394151407,-177.24729197075703,1
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-0.3372181225902525,94.19425776213993,0.6496155707733788,39.15478916013633,-174.4714345686158,353.91960287965213,-176.95980143982607,1
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-0.15027864275790837,95.46495700438086,0.6583790138233163,39.33292149600597,-175.44293572855184,355.86260519952424,-177.93130259976212,1
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,Parametric continuous p,parametric_continuous_p,0.5968754932426762,2.448985785473848,93.77531102589546,0.6467262829372101,39.18011946962205,-174.14825790903274,358.2499833029066,-179.1249916514533,2
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,1.3715464178830923,109.80836089237818,0.7177017051789423,42.0802873352369,-191.72245005819317,388.4753380377788,-194.2376690188894,1
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,0.12379986524464107,111.23404384948128,0.7270198944410541,42.27568971268625,-192.7092856724079,390.44900926620824,-195.22450463310412,1
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,Parametric p=2 (Fermat),parametric_fixed_p,2.0,0.39226612674389066,114.4359383341426,0.7479473093734811,42.34062515093649,-194.88025554934478,394.790949020082,-197.395474510041,1
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,Parametric continuous p,parametric_continuous_p,0.060285412872480584,-1.8144204525316066,109.80040226416361,0.7176496880010693,42.07111958774853,-191.7169053335663,393.49468650991747,-196.74734325495874,2
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.926966262739605,110.9480980983513,0.7204421954438396,42.5452915270548,-193.26899678676577,391.5749461759452,-195.7874730879726,1
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,0.11256988601224605,108.93321987524519,0.7073585706184752,41.94720800106288,-191.8577812517516,388.7525151059168,-194.3762575529584,1
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,Parametric p=2 (Fermat),parametric_fixed_p,2.0,0.004567460798552476,110.72079705319244,0.7189662146311198,42.06496695651186,-193.11108390864584,391.2591204197053,-195.62956020985266,1
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,Parametric continuous p,parametric_continuous_p,0.8887200222035285,0.15982313661133757,108.89383903937173,0.7071028509050112,41.97253530734366,-191.8299396749484,393.7337845547241,-196.86689227736204,2
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.8698614539408,108.26600466931015,0.7678440047468805,43.017002969195154,-181.4464408692627,367.8416416289035,-183.92082081445176,1
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-2.903493498463352,107.8864333521137,0.7651520095894588,42.863251438079985,-181.19883963364057,367.3464391576593,-183.67321957882965,1
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Parametric p=2 (Fermat),parametric_fixed_p,2.0,0.019681607862518786,107.00811098927588,0.7589227729735878,42.614155976533866,-180.62253769370488,366.1938352777879,-183.09691763889396,1
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Parametric continuous p,parametric_continuous_p,-0.999,1.5554401925553036,104.47657296113235,0.7409686025612223,42.52955564605187,-178.93464282799036,367.76680543673706,-183.88340271836853,2
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,-1.0677836468570177,105.54765584664351,0.7760857047547317,43.94787906266252,-175.7381627132759,356.38898031228786,-178.19449015614393,1
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,2.9462801500998954,106.2061121891323,0.7809272955083257,43.91304586890568,-176.16106121485817,357.2347773154524,-178.6173886577262,1
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-0.011863913715253327,107.60644633752312,0.7912238701288465,43.89841743197493,-177.05178610283943,359.0162270914149,-179.50811354570746,1
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric continuous p,parametric_continuous_p,-0.999,-1.5429226325055956,103.59153141171112,0.7617024368508171,42.7037636401359,-174.46608795385796,358.75748567918805,-179.37874283959403,2
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,1.33569106789276,69.34474788051028,0.6604261702905742,39.64101856173396,-127.20787414789116,259.06970864593984,-129.53485432296992,1
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,1.2144240276239364,70.34670543002585,0.6699686231431033,39.621927250127314,-127.96101504826038,260.5759904466783,-130.28799522333915,1
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-0.8803503759438095,70.34798486892005,0.669980808275429,39.45729438113781,-127.96196988943888,260.5779001290353,-130.28895006451765,1
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric continuous p,parametric_continuous_p,-0.999,1.5562088642259018,67.31979724938093,0.6411409261845803,38.94471954362358,-125.6519813758492,260.61188345201344,-130.30594172600672,2
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric p=0 (Logarithmic),parametric_fixed_p,0.0,1.5179419786448969,65.04376004520009,0.6314928159728164,38.067173911426295,-122.47773018059806,249.59018934942574,-124.79509467471287,1
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric p=1 (Archimedean),parametric_fixed_p,1.0,-2.2403977044733465,65.08047201308342,0.6318492428454702,38.03782696429656,-122.50678958584871,249.64830815992704,-124.82415407996352,1
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric p=2 (Fermat),parametric_fixed_p,2.0,-2.8548155131025585,65.1477531071288,0.6325024573507652,37.87093199905015,-122.56000349778562,249.75473598380086,-124.87736799190043,1
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric continuous p,parametric_continuous_p,0.23252926849726152,-1.6806756635306652,65.04142239750709,0.6314701203641465,38.08885616959865,-122.47587925716556,254.2212164907904,-127.1106082453952,2
