dataset,n,model,kernel,bandwidth,kappa,sigma_n,mean_test_rss,mean_test_mae_deg,family,p_median,sd_test_rss,gamma_median
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Multiplicative RBF-VM RKHS,multiplicative_rbf_vm,87.68800134256274,1.0,0.6250967810655127,0.19378145063227456,18.761871524530452,kernel_gp_line_embedding_cv,,,
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Gaussian RBF RKHS,gaussian_rbf,48.820225901290684,,0.03473119190810969,0.18278260271900162,16.903703853705686,kernel_gp_line_embedding_cv,,,
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Uniform RKHS,uniform,8.425169064649094,,0.41368288092442507,0.18251010700143522,15.27160213750886,kernel_gp_line_embedding_cv,,,
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Multiplicative RBF-VM RKHS,multiplicative_rbf_vm,20.280992505120025,2.0,0.6251614543459745,0.17690753367289308,15.697828523630392,kernel_gp_line_embedding_cv,,,
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Gaussian RBF RKHS,gaussian_rbf,3.5,,0.40286194772420253,0.10633252981135169,11.407775626949354,kernel_gp_line_embedding_cv,,,
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Uniform RKHS,uniform,8.002299015798979,,0.40286194772420253,0.10408026604514334,11.51292138109056,kernel_gp_line_embedding_cv,,,
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Multiplicative RBF-VM RKHS,multiplicative_rbf_vm,3.5,16.0,0.6088087584797233,0.09733437031651046,11.07663031221416,kernel_gp_line_embedding_cv,,,
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Gaussian RBF RKHS,gaussian_rbf,4.580119495966776,,0.39660575750105964,0.1435417136709359,12.910839527424756,kernel_gp_line_embedding_cv,,,
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Uniform RKHS,uniform,7.843218937289106,,0.07604320979191088,0.1486089019416701,13.25755141743208,kernel_gp_line_embedding_cv,,,
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Multiplicative RBF-VM RKHS,multiplicative_rbf_vm,4.580119495966776,0.0,0.39660575750105964,0.1435417136709359,12.910839527424756,kernel_gp_line_embedding_cv,,,
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Parametric p=0 (Logarithmic),,,,,0.6931179612562872,41.005358347720794,parametric_fixed_p,0.0,0.21822317783008155,-1.6088155739940802
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Parametric p=1 (Archimedean),,,,,0.6899365701105727,40.863619102192025,parametric_fixed_p,1.0,0.2252435153154214,-0.6700938964897838
