dataset,n,model,kernel,bandwidth,kappa,sigma_n,mean_test_rss,mean_test_mae_deg,family,p_median,sd_test_rss,gamma_median
Front_EE-1_1_3000x_rings_coords.csv,168,Parametric p=2 (Fermat),,,,,0.8403233010524357,45.253646376145824,parametric_fixed_p,2.0,0.1469368204239364,-1.403519064190815
Front_EE-1_1_3000x_rings_coords.csv,168,Parametric continuous p,,,,,0.9156039028604788,47.989854533386485,parametric_continuous_p,1.8926529609140421,0.15803934079699253,-1.5210372542432464
Front_EE-1_2_3000x_rings_coords.csv,129,Parametric p=0 (Logarithmic),,,,,0.7100923877224152,41.037048816154226,parametric_fixed_p,0.0,0.22646051591081848,-1.063191622058794
Front_EE-1_2_3000x_rings_coords.csv,129,Parametric p=1 (Archimedean),,,,,0.7623991034699344,42.24193945129559,parametric_fixed_p,1.0,0.24604516914810298,-1.0580659808426136
Front_EE-1_2_3000x_rings_coords.csv,129,Parametric p=2 (Fermat),,,,,0.7370324938856826,41.505966347532606,parametric_fixed_p,2.0,0.2292959396741007,2.823217569953625
Front_EE-1_2_3000x_rings_coords.csv,129,Parametric continuous p,,,,,0.7132388775951432,40.821641693155094,parametric_continuous_p,-0.999,0.18548502116721316,-1.5643684276347956
Front_EE-1_3_3000x_rings_coords.csv,178,Parametric p=0 (Logarithmic),,,,,0.8629539873746408,46.66986472811196,parametric_fixed_p,0.0,0.12754186868979003,0.7390173630207955
Front_EE-1_3_3000x_rings_coords.csv,178,Parametric p=1 (Archimedean),,,,,0.8797846483982925,47.06649913177606,parametric_fixed_p,1.0,0.16311252960305375,-1.6226198325547194
Front_EE-1_3_3000x_rings_coords.csv,178,Parametric p=2 (Fermat),,,,,0.8647439032127892,46.164676598844686,parametric_fixed_p,2.0,0.13701075555319506,-0.020913273850088083
Front_EE-1_3_3000x_rings_coords.csv,178,Parametric continuous p,,,,,0.7952704189017179,43.99807766457098,parametric_continuous_p,-0.999,0.13992297672875553,1.5661449621069197
Front_EE-1_4_3000x_rings_coords.csv,179,Parametric p=0 (Logarithmic),,,,,0.7778313349434437,43.197813857927784,parametric_fixed_p,0.0,0.19429722915724157,1.9898305466620576
Front_EE-1_4_3000x_rings_coords.csv,179,Parametric p=1 (Archimedean),,,,,0.7848918310714361,43.10518895039935,parametric_fixed_p,1.0,0.21847299409625795,-0.011885818368475697
Front_EE-1_4_3000x_rings_coords.csv,179,Parametric p=2 (Fermat),,,,,0.8411196092947977,44.81644228209103,parametric_fixed_p,2.0,0.23913018714138165,3.1158761395126877
Front_EE-1_4_3000x_rings_coords.csv,179,Parametric continuous p,,,,,0.832396861706205,45.081992904730335,parametric_continuous_p,1.7924307612461723,0.2058244512073712,-3.6237555247433113e-05
Front_EE-1_5_3000x_rings_coords.csv,180,Parametric p=0 (Logarithmic),,,,,0.7822286578269029,43.90648622713022,parametric_fixed_p,0.0,0.13743693076246633,-0.6882599218590102
Front_EE-1_5_3000x_rings_coords.csv,180,Parametric p=1 (Archimedean),,,,,0.7613922806342583,42.35099667205984,parametric_fixed_p,1.0,0.1717561476117835,-0.00640119519064424
Front_EE-1_5_3000x_rings_coords.csv,180,Parametric p=2 (Fermat),,,,,0.9435906268316796,49.15908206290568,parametric_fixed_p,2.0,0.18659562497083268,8.530200660507168e-06
Front_EE-1_5_3000x_rings_coords.csv,180,Parametric continuous p,,,,,0.8415490142364218,45.52142946842986,parametric_continuous_p,-0.23099210225668526,0.1297143939052311,-4.71165993852743e-05
Front_EE1_1_3000x_rings_coords.csv,136,Parametric p=0 (Logarithmic),,,,,0.812217075627941,43.98378630950464,parametric_fixed_p,0.0,0.2533756496248851,0.3664701916371319
Front_EE1_1_3000x_rings_coords.csv,136,Parametric p=1 (Archimedean),,,,,0.8359133537247094,45.21707028542021,parametric_fixed_p,1.0,0.26943380813064327,-0.008620674206992782
Front_EE1_1_3000x_rings_coords.csv,136,Parametric p=2 (Fermat),,,,,0.8862198092686109,46.57101073397449,parametric_fixed_p,2.0,0.2443247170254664,-0.0004721410567650248
Front_EE1_1_3000x_rings_coords.csv,136,Parametric continuous p,,,,,0.8343242368049157,45.0801182503663,parametric_continuous_p,-0.9863563437846602,0.2679072564809596,0.006911774100651025
Front_EE1_2_3000x_rings_coords.csv,178,Parametric p=0 (Logarithmic),,,,,0.6954199492707677,40.901279047593576,parametric_fixed_p,0.0,0.17759118942337412,2.476104649943638
Front_EE1_2_3000x_rings_coords.csv,178,Parametric p=1 (Archimedean),,,,,0.7073166271532089,40.983346257625996,parametric_fixed_p,1.0,0.18985054243990512,3.1378746429796482
Front_EE1_2_3000x_rings_coords.csv,178,Parametric p=2 (Fermat),,,,,0.7015353325024141,40.59799845742169,parametric_fixed_p,2.0,0.18944027939177813,1.5707809087811717
Front_EE1_2_3000x_rings_coords.csv,178,Parametric continuous p,,,,,0.7175891057558352,41.30437512841889,parametric_continuous_p,1.30384241882415,0.18625573243906945,1.5630181029703951
Front_EE1_3_3000x_rings_coords.csv,180,Parametric p=0 (Logarithmic),,,,,0.6826946655765511,40.21815534553979,parametric_fixed_p,0.0,0.15059367451071412,0.6228650374181961
