dataset,n,model,kernel,bandwidth,kappa,mean_test_rss,sd_test_rss,mean_test_mae_deg
Front_EE-1_1_3000x_rings_coords.csv,168,RBF kernel smoother,rbf,21.979124605252267,,0.35433387836320396,0.17699961145051596,24.79063268251209
Front_EE-1_1_3000x_rings_coords.csv,168,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,27.00708744154532,1.25,0.35193560781483796,0.18346719708952672,24.875186591389866
Front_EE-1_2_3000x_rings_coords.csv,129,RBF kernel smoother,rbf,29.93721733939893,,0.23761965832052687,0.09610406923654666,20.035222614552687
Front_EE-1_2_3000x_rings_coords.csv,129,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,29.93721733939893,0.5,0.23728603015283795,0.09576375622071721,20.014072236246015
Front_EE-1_3_3000x_rings_coords.csv,178,RBF kernel smoother,rbf,29.93721733939893,,0.49487802399979797,0.10305391229686774,31.53816735079649
Front_EE-1_3_3000x_rings_coords.csv,178,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,29.93721733939893,0.0,0.49487802399979797,0.10305391229686774,31.53816735079649
Front_EE-1_4_3000x_rings_coords.csv,179,RBF kernel smoother,rbf,27.00708744154532,,0.40196935064258954,0.15672318642614272,28.067461349675074
Front_EE-1_4_3000x_rings_coords.csv,179,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,27.00708744154532,1.0,0.39558278374549205,0.15575170520495238,27.735141670064497
Front_EE-1_5_3000x_rings_coords.csv,180,RBF kernel smoother,rbf,29.93721733939893,,0.35357571215459516,0.1454209348998209,24.98189660527982
Front_EE-1_5_3000x_rings_coords.csv,180,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,33.18525124066939,2.0,0.34726946548463855,0.14877951275399587,25.017344844680665
Front_EE1_1_3000x_rings_coords.csv,136,RBF kernel smoother,rbf,19.82789961315042,,0.17061505604530003,0.06351917126678844,17.27097028535574
Front_EE1_1_3000x_rings_coords.csv,136,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,21.979124605252267,0.5,0.1679583639278168,0.06316471894518155,17.23243351511895
Front_EE1_2_3000x_rings_coords.csv,178,RBF kernel smoother,rbf,33.18525124066939,,0.4968806006576901,0.23810898394900668,31.224154589907084
Front_EE1_2_3000x_rings_coords.csv,178,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,33.18525124066939,0.0,0.4968806006576901,0.23810898394900668,31.224154589907084
Front_EE1_3_3000x_rings_coords.csv,180,RBF kernel smoother,rbf,24.36374642994522,,0.33802548872718735,0.12202264820119375,24.34338652654538
Front_EE1_3_3000x_rings_coords.csv,180,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,24.36374642994522,0.0,0.33802548872718735,0.12202264820119375,24.34338652654538
Front_EE1_4_3000x_rings_coords.csv,163,RBF kernel smoother,rbf,36.78568009248582,,0.27190778515714265,0.09205998224892928,22.808257569199753
Front_EE1_4_3000x_rings_coords.csv,163,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,36.78568009248582,1.5,0.2632518067981194,0.09633613586411346,22.52011954750559
Front_EE1_5_3000x_rings_coords.csv,180,RBF kernel smoother,rbf,55.54097616955662,,0.4880560925111296,0.15394378918500004,31.684313019643515
Front_EE1_5_3000x_rings_coords.csv,180,RBF-von-Mises kernel smoother,multiplicative_rbf_vm,55.54097616955662,1.0,0.48366322545072293,0.13948949502785357,31.483075874290826
