criterion,bandwidth,kappa,train_mae_mean,train_mae_sd,test_mae_mean,test_mae_sd,gap_mean,gap_sd,train_rss_mean,test_rss_mean,n_folds
minimum_test_mae,20.189944972486245,75.0,4.281059605629449,0.07467240531463597,23.84304685178125,10.631361314361312,19.5619872461518,10.646052280941314,0.009751584551003582,0.3098846148315324,50.0
minimum_nonnegative_gap,100.0,0.0,34.876609475484486,0.2436961594301161,35.562503720106015,12.53940368548717,0.6858942446215311,12.776936474618907,0.5649550358434691,0.5822805529541837,50.0
