dataset,n,estimator,model,kernel,bandwidth,kappa,sigma_n,mean_test_rss,sd_test_rss,mean_test_mae_deg,n_folds
EE-0p43-data-225x225/EE-0.43data_rot_56.5deg/arrow_segments.mat,89,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.2194040413413197,0.2176881610636629,20.17582298597243,10
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,10.090099168608685,0.0,0.32,0.2541706937385907,0.27528163429949437,21.24870780380079,10
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,GP/KRR,GP/KRR RBF line field,rbf,10.090099168608685,,0.32,0.2541706937385907,0.27528163429949437,21.24870780380079,10
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,GP/KRR,GP/KRR uniform line field,uniform,101.81010123235768,,0.03,0.32071561774751256,0.12262433935755086,28.14521259629297,10
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,4.669427353638992,0.0,,0.24961276082322786,0.2056610728302376,22.346426837816985,10
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.24961276082322786,0.2056610728302376,22.346426837816985,10
EE-0p6-data-225x225/EE-0.6data_rot_-67deg/arrow_segments.mat,65,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.2704793026138896,0.22611594997642176,23.31782469098065,10
EE-0p62-data-225x225/EE-0.62data_rot_27deg/arrow_segments.mat,172,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,220.0,1.0,0.32,0.20774771266518455,0.24353905915524274,18.26135123703368,10
EE-0p62-data-225x225/EE-0.62data_rot_27deg/arrow_segments.mat,172,GP/KRR,GP/KRR RBF line field,rbf,220.0,,0.03,0.23045293966515054,0.20923364483464943,19.799781152069126,10
EE-0p62-data-225x225/EE-0.62data_rot_27deg/arrow_segments.mat,172,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.1,0.6388375956697393,0.23480561556060445,38.520535671708934,10
EE-0p62-data-225x225/EE-0.62data_rot_27deg/arrow_segments.mat,172,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,8.0,,0.23835139073002512,0.24894157156767058,20.49769087255136,10
EE-0p62-data-225x225/EE-0.62data_rot_27deg/arrow_segments.mat,172,Nadaraya-Watson,NW RBF line field,rbf,10.090099168608685,,,0.26511805812699596,0.23693833293634986,21.594887769703284,10
EE-0p62-data-225x225/EE-0.62data_rot_27deg/arrow_segments.mat,172,Nadaraya-Watson,NW uniform line field,uniform,21.80355181091204,,,0.27670018486061687,0.23312521800273586,22.196939228874083,10
EE-0p63-data-225x225/EE-0.63data_rot_6deg/arrow_segments.mat,41,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,10.090099168608685,8.0,0.18,0.22899508853559292,0.2130359894035251,21.032731713280516,10
EE-0p63-data-225x225/EE-0.63data_rot_6deg/arrow_segments.mat,41,GP/KRR,GP/KRR RBF line field,rbf,10.090099168608685,,0.32,0.3132872522192963,0.2828500148420199,23.967915984385158,10
EE-0p63-data-225x225/EE-0.63data_rot_6deg/arrow_segments.mat,41,GP/KRR,GP/KRR uniform line field,uniform,101.81010123235768,,1.0,0.44402469158697466,0.4153490863037647,30.224131471388933,10
EE-0p63-data-225x225/EE-0.63data_rot_6deg/arrow_segments.mat,41,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,10.090099168608685,32.0,,0.27533779135671665,0.2996823178526207,23.711725028897604,10
EE-0p63-data-225x225/EE-0.63data_rot_6deg/arrow_segments.mat,41,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.3658067424288876,0.2913002046615026,27.710387707842536,10
EE-0p63-data-225x225/EE-0.63data_rot_6deg/arrow_segments.mat,41,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.3875006044598885,0.2823429114968239,28.90576696551374,10
EE-0p8-data-226x225/EE-0.8data_rot_34deg/arrow_segments.mat,68,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,10.090099168608685,16.0,1.0,0.09957110165304076,0.05646245545198548,13.467670095288762,10
EE-0p8-data-226x225/EE-0.8data_rot_34deg/arrow_segments.mat,68,GP/KRR,GP/KRR RBF line field,rbf,4.669427353638992,,1.0,0.20359687947149743,0.15343594458195645,18.355573196411207,10
EE-0p8-data-226x225/EE-0.8data_rot_34deg/arrow_segments.mat,68,GP/KRR,GP/KRR uniform line field,uniform,101.81010123235768,,1.0,0.4192744367065657,0.2655413191565753,31.69843520733725,10
EE-0p8-data-226x225/EE-0.8data_rot_34deg/arrow_segments.mat,68,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,4.669427353638992,32.0,,0.1109801064947388,0.05413108666919758,14.228605661406553,10
EE-0p8-data-226x225/EE-0.8data_rot_34deg/arrow_segments.mat,68,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.2116318208463293,0.14054753539793471,19.28697256243504,10
EE-0p8-data-226x225/EE-0.8data_rot_34deg/arrow_segments.mat,68,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.20816973477816342,0.13708783000675423,19.440073777263443,10
EE-0p82-data-225x225/EE-0.82data_rot_37deg/arrow_segments.mat,99,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,47.11498505883144,32.0,1.0,0.12531282497576987,0.09305845180209264,15.395877045513165,10
EE-0p82-data-225x225/EE-0.82data_rot_37deg/arrow_segments.mat,99,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,0.56,0.15970540316922388,0.14658913963186862,17.344791327960113,10
EE-0p82-data-225x225/EE-0.82data_rot_37deg/arrow_segments.mat,99,GP/KRR,GP/KRR uniform line field,uniform,101.81010123235768,,1.0,0.5077319731767298,0.3417961971866569,34.65931124047421,10
EE-0p82-data-225x225/EE-0.82data_rot_37deg/arrow_segments.mat,99,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,10.090099168608685,32.0,,0.14775004911635903,0.09557161542370206,16.884876491254705,10
EE-0p82-data-225x225/EE-0.82data_rot_37deg/arrow_segments.mat,99,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.19538706391560706,0.09942251695236339,20.800864132610382,10
EE-0p82-data-225x225/EE-0.82data_rot_37deg/arrow_segments.mat,99,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.20567327504237154,0.11214717814609405,21.2037078248267,10
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,101.81010123235768,2.0,1.0,0.18304018527409538,0.19335505303979947,16.01282315783924,10
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,GP/KRR,GP/KRR RBF line field,rbf,101.81010123235768,,0.06,0.23401206839173622,0.2039819435925394,19.684544312243407,10
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.18,0.5593549051724171,0.17834008292640108,35.62828331724393,10
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,8.0,,0.20388895477970137,0.18164675017878634,17.406923321167007,10
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,Nadaraya-Watson,NW RBF line field,rbf,10.090099168608685,,,0.27717701319745386,0.20033934887226967,21.65179896971294,10
EE-0p83-data-226x225/EE-0.83data_rot_-41.5deg/arrow_segments.mat,115,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.26463946941091376,0.20841002922467963,20.294412153545718,10
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,4.669427353638992,32.0,0.32,0.08441040814301745,0.05457513668787217,12.261893297273437,10
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,GP/KRR,GP/KRR RBF line field,rbf,4.669427353638992,,1.0,0.15035681448025112,0.09649254617404678,15.024141696619642,10
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.18,0.4447803005766343,0.2444252047538594,30.141601481294337,10
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,4.669427353638992,32.0,,0.09051411097133014,0.048630957487075833,13.231360843732684,10
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.16124851665467338,0.10079419543665569,16.445114840501134,10
EE-1-data-368x368/EE-1data_rot_58deg/arrow_segments.mat,151,Nadaraya-Watson,NW uniform line field,uniform,1.0,,,0.19004100433858845,0.12067763114000526,18.11377351481579,10
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,220.0,0.5,0.1,0.09690233562692754,0.09522079048651574,10.898826708966387,10
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,0.56,0.14919620752536913,0.1399101697406412,13.022466786064038,10
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.1,0.537689422359249,0.2099767333347133,34.48423879833274,10
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,32.0,,0.1552956609082891,0.16420122856143565,13.94873815119145,10
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,Nadaraya-Watson,NW RBF line field,rbf,10.090099168608685,,,0.21329575685355642,0.21671527812496966,18.039972947775084,10
EE-1-data-368x368/EE-1data_rot_60.5deg/arrow_segments.mat,154,Nadaraya-Watson,NW uniform line field,uniform,21.80355181091204,,,0.20442517238181393,0.19208598210047442,18.237965205912783,10
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,47.11498505883144,0.5,0.18,0.15311236064517933,0.13746306750063894,15.55968203210901,10
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,GP/KRR,GP/KRR RBF line field,rbf,10.090099168608685,,1.0,0.1790988801342536,0.19390774923611567,15.899915163465701,10
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.1,0.47481850029751643,0.24434856023109447,32.126089873972035,10
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,4.669427353638992,16.0,,0.21497586471140862,0.20830339525115457,19.27028554329778,10
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.2401887590593343,0.25109372733877455,19.975481628490545,10
EE-12-data-368x368/EE-12data_rot_78.5deg/arrow_segments.mat,117,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.27264394145456894,0.269487470794765,21.72755608818473,10
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,220.0,0.5,0.18,0.1426743315037848,0.15244936218640623,13.821289469825416,10
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,0.56,0.2002919624999217,0.20473019014143923,16.885898469034736,10
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,GP/KRR,GP/KRR uniform line field,uniform,21.80355181091204,,0.56,0.5937751897204189,0.19352397057618684,37.5739124468502,10
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,47.11498505883144,32.0,,0.15188127840793586,0.1225611310275439,14.47437724878723,10
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.2498188327252937,0.2045422231115731,21.043640501976643,10
EE-12-data-368x368/EE-12data_rot_80deg/arrow_segments.mat,120,Nadaraya-Watson,NW uniform line field,uniform,1.0,,,0.2841609576320542,0.14780212773745788,23.934107014892746,10
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,47.11498505883144,0.5,0.06,0.07995866410081624,0.06119798545870781,10.894604924540335,10
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,0.56,0.09588020367890708,0.09688277122786555,10.676467896097547,10
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.18,0.5921068750028756,0.21727689162905195,36.06546070504227,10
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,16.0,,0.098941806406594,0.0934018624674211,12.650385831664284,10
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,Nadaraya-Watson,NW RBF line field,rbf,10.090099168608685,,,0.12611446737118176,0.06618336438549653,15.551029716559395,10
EE-13-data-225x225/EE-13data_rot_59deg/arrow_segments.mat,143,Nadaraya-Watson,NW uniform line field,uniform,21.80355181091204,,,0.14692796623280707,0.09134958804716488,16.513081919651505,10
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,16.0,1.0,0.09597366255300759,0.07761585515313489,11.83088769966523,10
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,0.56,0.14397430208199175,0.1528593383795571,13.307071774254036,10
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.1,0.5265093511832757,0.2220396981364135,33.51066242926872,10
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,16.0,,0.11268035282397522,0.080171492599555,13.64510895407,10
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.17381879752809007,0.14281044812752458,17.90031880375509,10
EE-13-data-225x225/EE-13data_rot_64.5deg/arrow_segments.mat,145,Nadaraya-Watson,NW uniform line field,uniform,21.80355181091204,,,0.19116898141786093,0.14020353486047846,18.7598502803689,10
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,0.0,0.56,0.09836842828401922,0.10569836055580985,11.741658180785464,10
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,0.56,0.09836842828401922,0.10569836055580985,11.741658180785464,10
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.06,0.561569944482029,0.26642753155993126,36.14114767158456,10
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,47.11498505883144,16.0,,0.13616783845069777,0.117065831159042,14.533382847964967,10
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,Nadaraya-Watson,NW RBF line field,rbf,10.090099168608685,,,0.15077444555813085,0.12684639109544704,16.207603934152612,10
EE0-data-225x225/EE0data_rot_34.5deg/arrow_segments.mat,153,Nadaraya-Watson,NW uniform line field,uniform,21.80355181091204,,,0.15940352577256164,0.12393591360645304,16.965093758427265,10
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,220.0,8.0,0.56,0.08299466880120814,0.10634713910794735,9.477714512904912,10
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,1.0,0.09920483622570811,0.10428020927016395,10.58229199439906,10
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,GP/KRR,GP/KRR uniform line field,uniform,21.80355181091204,,0.1,0.5216998099542312,0.15546223443282733,34.02731656202637,10
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,220.0,32.0,,0.09849789847856635,0.11787622858112021,11.138462287012818,10
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,Nadaraya-Watson,NW RBF line field,rbf,10.090099168608685,,,0.12467365288320797,0.10964220957833387,14.067521572615112,10
EE0-data-225x225/EE0data_rot_37.5deg/arrow_segments.mat,154,Nadaraya-Watson,NW uniform line field,uniform,10.090099168608685,,,0.12757126741599029,0.11601241023566362,14.874993860073795,10
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,47.11498505883144,0.5,0.32,0.24054129580002734,0.30685727969914456,20.59835522898916,10
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,GP/KRR,GP/KRR RBF line field,rbf,47.11498505883144,,0.1,0.26761175567772316,0.27189132271695593,22.51981375709297,10
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,GP/KRR,GP/KRR uniform line field,uniform,21.80355181091204,,1.0,0.46799768723264157,0.14811619645775262,32.335897580844644,10
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,10.090099168608685,32.0,,0.29655942792318374,0.2446179747964679,23.850909682577836,10
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Nadaraya-Watson,NW RBF line field,rbf,2.1608857798687535,,,0.307445777193622,0.2662189714854228,23.666676101293426,10
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Nadaraya-Watson,NW uniform line field,uniform,1.0,,,0.3456768886343281,0.29263122480364334,25.068351208390528,10
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,47.11498505883144,0.0,0.03,0.2127032186899883,0.14603834908124275,18.835540623448768,10
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,GP/KRR,GP/KRR RBF line field,rbf,47.11498505883144,,0.03,0.2127032186899883,0.14603834908124275,18.835540623448768,10
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,GP/KRR,GP/KRR uniform line field,uniform,10.090099168608685,,0.03,0.6421526212506622,0.21437430303446373,38.0788225461857,10
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,4.669427353638992,0.0,,0.22903068299095897,0.18676167519949632,19.656905147195467,10
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Nadaraya-Watson,NW RBF line field,rbf,4.669427353638992,,,0.22903068299095897,0.18676167519949632,19.656905147195467,10
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Nadaraya-Watson,NW uniform line field,uniform,1.0,,,0.25660134300064835,0.16382024584681154,21.752317754442608,10
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,220.0,8.0,0.1,0.20386367858223092,0.20052257367918788,17.316733594747852,10
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,GP/KRR,GP/KRR RBF line field,rbf,21.80355181091204,,0.56,0.24065910305299498,0.2824319556743282,18.323238145965096,10
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,GP/KRR,GP/KRR uniform line field,uniform,21.80355181091204,,1.0,0.5807066285578443,0.20049421603431622,36.3274827863784,10
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,10.090099168608685,32.0,,0.25229164052277275,0.2897638793570465,18.764975879387215,10
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Nadaraya-Watson,NW RBF line field,rbf,2.1608857798687535,,,0.29861380306641194,0.33078819440522317,21.40551373680048,10
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Nadaraya-Watson,NW uniform line field,uniform,21.80355181091204,,,0.312818993500377,0.3346090086017897,23.80603869733434,10
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,GP/KRR,GP/KRR RBF-von-Mises line field,multiplicative_rbf_vm,21.80355181091204,0.5,0.32,0.1568988527152742,0.13247341167634238,13.937769187590817,10
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,GP/KRR,GP/KRR RBF line field,rbf,10.090099168608685,,1.0,0.1646427005381837,0.14056908073221444,14.658024010599684,10
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,GP/KRR,GP/KRR uniform line field,uniform,101.81010123235768,,1.0,0.5411633073870222,0.33206595053010163,35.68731616587946,10
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Nadaraya-Watson,NW RBF-von-Mises line field,multiplicative_rbf_vm,2.1608857798687535,8.0,,0.19473509387651947,0.14965542920580283,18.165225992840963,10
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Nadaraya-Watson,NW RBF line field,rbf,2.1608857798687535,,,0.2025821435115292,0.14803600285210844,18.891158858625083,10
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Nadaraya-Watson,NW uniform line field,uniform,1.0,,,0.22907457547364402,0.15585827974916283,20.876060240285955,10
